Sample,Label ID,Rain Trt,Disp Trt,Soil,CarbonSource,Final,
12,SRA4,ambient,Nonsterile,sand,Glucose-1-Phosphate,0,
12,SRA4,ambient,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0,
12,SRA4,ambient,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.394695788,
12,SRA4,ambient,Nonsterile,sand,D-Galacturonic Acid ,1.175463623,
12,SRA4,ambient,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
12,SRA4,ambient,Nonsterile,sand,4-Hydroxy Benzoic Acid,0.106612686,
12,SRA4,ambient,Nonsterile,sand,gamma-Hydroxybutyric Acid,0,
12,SRA4,ambient,Nonsterile,sand,Itaconic Acid,0.770581114,
12,SRA4,ambient,Nonsterile,sand,alpha-Ketobutyric Acid,0,
12,SRA4,ambient,Nonsterile,sand,D-malic Acid,0.719971056,
12,SRA4,ambient,Nonsterile,sand,L-Arginine,0,
12,SRA4,ambient,Nonsterile,sand,L-Asparagine,0.997270742,
12,SRA4,ambient,Nonsterile,sand,L-Phenylalanine,0,
12,SRA4,ambient,Nonsterile,sand,L-Serine,0.654320988,
12,SRA4,ambient,Nonsterile,sand,L-Theronine,0.164733179,
12,SRA4,ambient,Nonsterile,sand,Glycyl-L-Glutamic Acid,0.074344023,
12,SRA4,ambient,Nonsterile,sand,Phenylethyl-amine,0.323324022,
12,SRA4,ambient,Nonsterile,sand,Putrescine,1.272151899,
13,SRA5,ambient,Nonsterile,sand,water,0,
13,SRA5,ambient,Nonsterile,sand,pyruvic acid methyl ester,0.331081081,
13,SRA5,ambient,Nonsterile,sand,Tween 40,0.433673469,
13,SRA5,ambient,Nonsterile,sand,Twen 80,0.223341232,
13,SRA5,ambient,Nonsterile,sand,alpha-cyclodextrin,0.004796163,
13,SRA5,ambient,Nonsterile,sand,glycogen,0.043611794,
13,SRA5,ambient,Nonsterile,sand,D-Cellobiose,0.00476758,
13,SRA5,ambient,Nonsterile,sand,alpha-D-Lactose,0.00829646,
13,SRA5,ambient,Nonsterile,sand,Beta-Methyl-D-Glucoside,0,
13,SRA5,ambient,Nonsterile,sand,D-xylose,0,
13,SRA5,ambient,Nonsterile,sand,i-Erythritol,8.57712E-18,
13,SRA5,ambient,Nonsterile,sand,D-Mannitol,0.006080449,
13,SRA5,ambient,Nonsterile,sand,N-Acetyl-D-Glucosamine,0,
13,SRA5,ambient,Nonsterile,sand,D-Glucosaminic Acid,0.000633714,
13,SRA5,ambient,Nonsterile,sand,Glucose-1-Phosphate,0.113333333,
13,SRA5,ambient,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0.120689655,
13,SRA5,ambient,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.337874659,
13,SRA5,ambient,Nonsterile,sand,D-Galacturonic Acid ,0.002518892,
13,SRA5,ambient,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
13,SRA5,ambient,Nonsterile,sand,4-Hydroxy Benzoic Acid,0,
13,SRA5,ambient,Nonsterile,sand,gamma-Hydroxybutyric Acid,0.022803115,
13,SRA5,ambient,Nonsterile,sand,Itaconic Acid,0.003264418,
13,SRA5,ambient,Nonsterile,sand,alpha-Ketobutyric Acid,0,
13,SRA5,ambient,Nonsterile,sand,D-malic Acid,0,
13,SRA5,ambient,Nonsterile,sand,L-Arginine,0,
13,SRA5,ambient,Nonsterile,sand,L-Asparagine,0.089692765,
13,SRA5,ambient,Nonsterile,sand,L-Phenylalanine,0,
13,SRA5,ambient,Nonsterile,sand,L-Serine,0,
13,SRA5,ambient,Nonsterile,sand,L-Theronine,0.035305344,
13,SRA5,ambient,Nonsterile,sand,Glycyl-L-Glutamic Acid,0.007702182,
13,SRA5,ambient,Nonsterile,sand,Phenylethyl-amine,0.06118665,
13,SRA5,ambient,Nonsterile,sand,Putrescine,0,
14,SRA6,ambient,Nonsterile,sand,water,0,
14,SRA6,ambient,Nonsterile,sand,pyruvic acid methyl ester,0.550831793,
14,SRA6,ambient,Nonsterile,sand,Tween 40,0.551503519,
14,SRA6,ambient,Nonsterile,sand,Twen 80,0.554367201,
14,SRA6,ambient,Nonsterile,sand,alpha-cyclodextrin,0,
14,SRA6,ambient,Nonsterile,sand,glycogen,0.011706716,
14,SRA6,ambient,Nonsterile,sand,D-Cellobiose,0,
14,SRA6,ambient,Nonsterile,sand,alpha-D-Lactose,0,
14,SRA6,ambient,Nonsterile,sand,Beta-Methyl-D-Glucoside,0.004827031,
14,SRA6,ambient,Nonsterile,sand,D-xylose,0,
14,SRA6,ambient,Nonsterile,sand,i-Erythritol,0.000619963,
14,SRA6,ambient,Nonsterile,sand,D-Mannitol,0.634786685,
14,SRA6,ambient,Nonsterile,sand,N-Acetyl-D-Glucosamine,0.016837041,
14,SRA6,ambient,Nonsterile,sand,D-Glucosaminic Acid,0.605212969,
14,SRA6,ambient,Nonsterile,sand,Glucose-1-Phosphate,0,
14,SRA6,ambient,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0.183673469,
14,SRA6,ambient,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.380041012,
14,SRA6,ambient,Nonsterile,sand,D-Galacturonic Acid ,1.021478206,
14,SRA6,ambient,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
14,SRA6,ambient,Nonsterile,sand,4-Hydroxy Benzoic Acid,0.352375225,
14,SRA6,ambient,Nonsterile,sand,gamma-Hydroxybutyric Acid,0.023982153,
14,SRA6,ambient,Nonsterile,sand,Itaconic Acid,0.781778505,
14,SRA6,ambient,Nonsterile,sand,alpha-Ketobutyric Acid,0,
14,SRA6,ambient,Nonsterile,sand,D-malic Acid,0.757517594,
14,SRA6,ambient,Nonsterile,sand,L-Arginine,0.51566649,
14,SRA6,ambient,Nonsterile,sand,L-Asparagine,1.043715847,
14,SRA6,ambient,Nonsterile,sand,L-Phenylalanine,0.012621916,
14,SRA6,ambient,Nonsterile,sand,L-Serine,0.679572084,
14,SRA6,ambient,Nonsterile,sand,L-Theronine,0.01725791,
14,SRA6,ambient,Nonsterile,sand,Glycyl-L-Glutamic Acid,0.00386349,
14,SRA6,ambient,Nonsterile,sand,Phenylethyl-amine,0.303781773,
14,SRA6,ambient,Nonsterile,sand,Putrescine,0.061500615,
15,SRA7,ambient,Nonsterile,sand,water,0,
15,SRA7,ambient,Nonsterile,sand,pyruvic acid methyl ester,0.498459643,
15,SRA7,ambient,Nonsterile,sand,Tween 40,0.871401152,
15,SRA7,ambient,Nonsterile,sand,Twen 80,0.730243613,
15,SRA7,ambient,Nonsterile,sand,alpha-cyclodextrin,0.009621167,
15,SRA7,ambient,Nonsterile,sand,glycogen,0.01047443,
15,SRA7,ambient,Nonsterile,sand,D-Cellobiose,0.163777645,
15,SRA7,ambient,Nonsterile,sand,alpha-D-Lactose,0,
15,SRA7,ambient,Nonsterile,sand,Beta-Methyl-D-Glucoside,0.004022526,
15,SRA7,ambient,Nonsterile,sand,D-xylose,0,
15,SRA7,ambient,Nonsterile,sand,i-Erythritol,0,
15,SRA7,ambient,Nonsterile,sand,D-Mannitol,1.003281763,
15,SRA7,ambient,Nonsterile,sand,N-Acetyl-D-Glucosamine,0.633794348,
15,SRA7,ambient,Nonsterile,sand,D-Glucosaminic Acid,0.883661793,
15,SRA7,ambient,Nonsterile,sand,Glucose-1-Phosphate,0.006666667,
15,SRA7,ambient,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0.218658892,
15,SRA7,ambient,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.526315789,
15,SRA7,ambient,Nonsterile,sand,D-Galacturonic Acid ,1.124447252,
15,SRA7,ambient,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
15,SRA7,ambient,Nonsterile,sand,4-Hydroxy Benzoic Acid,0.54960914,
15,SRA7,ambient,Nonsterile,sand,gamma-Hydroxybutyric Acid,0.606804239,
15,SRA7,ambient,Nonsterile,sand,Itaconic Acid,0.795417349,
15,SRA7,ambient,Nonsterile,sand,alpha-Ketobutyric Acid,0,
15,SRA7,ambient,Nonsterile,sand,D-malic Acid,1.223288548,
15,SRA7,ambient,Nonsterile,sand,L-Arginine,0.447689857,
15,SRA7,ambient,Nonsterile,sand,L-Asparagine,1.102334824,
15,SRA7,ambient,Nonsterile,sand,L-Phenylalanine,0.038439472,
15,SRA7,ambient,Nonsterile,sand,L-Serine,0.726948548,
15,SRA7,ambient,Nonsterile,sand,L-Theronine,0.201342282,
15,SRA7,ambient,Nonsterile,sand,Glycyl-L-Glutamic Acid,0.054732775,
15,SRA7,ambient,Nonsterile,sand,Phenylethyl-amine,0.477991321,
15,SRA7,ambient,Nonsterile,sand,Putrescine,1.0799508,
16,SRA8,ambient,Nonsterile,sand,water,0,
16,SRA8,ambient,Nonsterile,sand,pyruvic acid methyl ester,0.698717949,
16,SRA8,ambient,Nonsterile,sand,Tween 40,0.428666667,
16,SRA8,ambient,Nonsterile,sand,Twen 80,0.180246914,
16,SRA8,ambient,Nonsterile,sand,alpha-cyclodextrin,0,
16,SRA8,ambient,Nonsterile,sand,glycogen,0,
16,SRA8,ambient,Nonsterile,sand,D-Cellobiose,0,
16,SRA8,ambient,Nonsterile,sand,alpha-D-Lactose,0.004597701,
16,SRA8,ambient,Nonsterile,sand,Beta-Methyl-D-Glucoside,0,
16,SRA8,ambient,Nonsterile,sand,D-xylose,0.047027027,
16,SRA8,ambient,Nonsterile,sand,i-Erythritol,0,
16,SRA8,ambient,Nonsterile,sand,D-Mannitol,1.079227053,
16,SRA8,ambient,Nonsterile,sand,N-Acetyl-D-Glucosamine,0.649375,
16,SRA8,ambient,Nonsterile,sand,D-Glucosaminic Acid,0.658278146,
16,SRA8,ambient,Nonsterile,sand,Glucose-1-Phosphate,0,
16,SRA8,ambient,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0.285714286,
16,SRA8,ambient,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.428571429,
16,SRA8,ambient,Nonsterile,sand,D-Galacturonic Acid ,1.063157895,
16,SRA8,ambient,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
16,SRA8,ambient,Nonsterile,sand,4-Hydroxy Benzoic Acid,0.51625,
16,SRA8,ambient,Nonsterile,sand,gamma-Hydroxybutyric Acid,0.398265896,
16,SRA8,ambient,Nonsterile,sand,Itaconic Acid,0.931638418,
16,SRA8,ambient,Nonsterile,sand,alpha-Ketobutyric Acid,0,
16,SRA8,ambient,Nonsterile,sand,D-malic Acid,0.583333333,
16,SRA8,ambient,Nonsterile,sand,L-Arginine,0.668131868,
16,SRA8,ambient,Nonsterile,sand,L-Asparagine,1.22974359,
16,SRA8,ambient,Nonsterile,sand,L-Phenylalanine,0.11547619,
16,SRA8,ambient,Nonsterile,sand,L-Serine,0.579473684,
16,SRA8,ambient,Nonsterile,sand,L-Theronine,0.228571429,
16,SRA8,ambient,Nonsterile,sand,Glycyl-L-Glutamic Acid,0,
16,SRA8,ambient,Nonsterile,sand,Phenylethyl-amine,0.311612903,
16,SRA8,ambient,Nonsterile,sand,Putrescine,1.362666667,
17,CRR1,reduced,Nonsterile,clay,water,0,
17,CRR1,reduced,Nonsterile,clay,pyruvic acid methyl ester,0.387692308,
17,CRR1,reduced,Nonsterile,clay,Tween 40,0.018530351,
17,CRR1,reduced,Nonsterile,clay,Twen 80,0.459940653,
17,CRR1,reduced,Nonsterile,clay,alpha-cyclodextrin,0,
17,CRR1,reduced,Nonsterile,clay,glycogen,0.024,
17,CRR1,reduced,Nonsterile,clay,D-Cellobiose,0.016119403,
17,CRR1,reduced,Nonsterile,clay,alpha-D-Lactose,0,
17,CRR1,reduced,Nonsterile,clay,Beta-Methyl-D-Glucoside,0.221686747,
17,CRR1,reduced,Nonsterile,clay,D-xylose,0,
17,CRR1,reduced,Nonsterile,clay,i-Erythritol,0,
17,CRR1,reduced,Nonsterile,clay,D-Mannitol,0.158313817,
17,CRR1,reduced,Nonsterile,clay,N-Acetyl-D-Glucosamine,0.18978979,
17,CRR1,reduced,Nonsterile,clay,D-Glucosaminic Acid,0.365714286,
17,CRR1,reduced,Nonsterile,clay,Glucose-1-Phosphate,0.02,
17,CRR1,reduced,Nonsterile,clay,"D,L-alpha-Glycerol-Phosphate",0.005797101,
17,CRR1,reduced,Nonsterile,clay,D-Galactonic Acid gamma-Lactone,0.010921502,
17,CRR1,reduced,Nonsterile,clay,D-Galacturonic Acid ,0.014511041,
17,CRR1,reduced,Nonsterile,clay,2-Hydroxy Benzoic Acid,0,
17,CRR1,reduced,Nonsterile,clay,4-Hydroxy Benzoic Acid,0.034834835,
17,CRR1,reduced,Nonsterile,clay,gamma-Hydroxybutyric Acid,0.201114206,
17,CRR1,reduced,Nonsterile,clay,Itaconic Acid,0,
17,CRR1,reduced,Nonsterile,clay,alpha-Ketobutyric Acid,0.087850467,
17,CRR1,reduced,Nonsterile,clay,D-malic Acid,0,
17,CRR1,reduced,Nonsterile,clay,L-Arginine,0,
17,CRR1,reduced,Nonsterile,clay,L-Asparagine,0.013399504,
17,CRR1,reduced,Nonsterile,clay,L-Phenylalanine,0.059598854,
17,CRR1,reduced,Nonsterile,clay,L-Serine,0.02086514,
17,CRR1,reduced,Nonsterile,clay,L-Theronine,0.238277512,
17,CRR1,reduced,Nonsterile,clay,Glycyl-L-Glutamic Acid,0.431511254,
17,CRR1,reduced,Nonsterile,clay,Phenylethyl-amine,0,
17,CRR1,reduced,Nonsterile,clay,Putrescine,0,
18,CRR2,reduced,Nonsterile,clay,water,0,
18,CRR2,reduced,Nonsterile,clay,pyruvic acid methyl ester,0.190385832,
18,CRR2,reduced,Nonsterile,clay,Tween 40,0.277449047,
18,CRR2,reduced,Nonsterile,clay,Twen 80,0.21694089,
18,CRR2,reduced,Nonsterile,clay,alpha-cyclodextrin,0,
18,CRR2,reduced,Nonsterile,clay,glycogen,0.027830487,
18,CRR2,reduced,Nonsterile,clay,D-Cellobiose,0.4218271,
18,CRR2,reduced,Nonsterile,clay,alpha-D-Lactose,0.044860875,
18,CRR2,reduced,Nonsterile,clay,Beta-Methyl-D-Glucoside,0.492089925,
18,CRR2,reduced,Nonsterile,clay,D-xylose,0,
18,CRR2,reduced,Nonsterile,clay,i-Erythritol,0,
18,CRR2,reduced,Nonsterile,clay,D-Mannitol,0.400286944,
18,CRR2,reduced,Nonsterile,clay,N-Acetyl-D-Glucosamine,0.452806909,
18,CRR2,reduced,Nonsterile,clay,D-Glucosaminic Acid,0.000653168,
18,CRR2,reduced,Nonsterile,clay,Glucose-1-Phosphate,0.013333333,
18,CRR2,reduced,Nonsterile,clay,"D,L-alpha-Glycerol-Phosphate",0.066445183,
18,CRR2,reduced,Nonsterile,clay,D-Galactonic Acid gamma-Lactone,0,
18,CRR2,reduced,Nonsterile,clay,D-Galacturonic Acid ,0.275146009,
18,CRR2,reduced,Nonsterile,clay,2-Hydroxy Benzoic Acid,0,
18,CRR2,reduced,Nonsterile,clay,4-Hydroxy Benzoic Acid,0,
18,CRR2,reduced,Nonsterile,clay,gamma-Hydroxybutyric Acid,0.173043975,
18,CRR2,reduced,Nonsterile,clay,Itaconic Acid,0,
18,CRR2,reduced,Nonsterile,clay,alpha-Ketobutyric Acid,0.606924644,
18,CRR2,reduced,Nonsterile,clay,D-malic Acid,0.263642341,
18,CRR2,reduced,Nonsterile,clay,L-Arginine,0,
18,CRR2,reduced,Nonsterile,clay,L-Asparagine,0.169457128,
18,CRR2,reduced,Nonsterile,clay,L-Phenylalanine,0,
18,CRR2,reduced,Nonsterile,clay,L-Serine,0,
18,CRR2,reduced,Nonsterile,clay,L-Theronine,0,
18,CRR2,reduced,Nonsterile,clay,Glycyl-L-Glutamic Acid,0.293183322,
18,CRR2,reduced,Nonsterile,clay,Phenylethyl-amine,0,
18,CRR2,reduced,Nonsterile,clay,Putrescine,0,
19,CRR3,reduced,Nonsterile,clay,water,0,
19,CRR3,reduced,Nonsterile,clay,pyruvic acid methyl ester,0.137011779,
19,CRR3,reduced,Nonsterile,clay,Tween 40,0.273663876,
19,CRR3,reduced,Nonsterile,clay,Twen 80,0.548714883,
19,CRR3,reduced,Nonsterile,clay,alpha-cyclodextrin,0.516031458,
19,CRR3,reduced,Nonsterile,clay,glycogen,0.010539368,
19,CRR3,reduced,Nonsterile,clay,D-Cellobiose,0.224293446,
19,CRR3,reduced,Nonsterile,clay,alpha-D-Lactose,0.67038483,
19,CRR3,reduced,Nonsterile,clay,Beta-Methyl-D-Glucoside,0,
19,CRR3,reduced,Nonsterile,clay,D-xylose,0.176037835,
19,CRR3,reduced,Nonsterile,clay,i-Erythritol,0,
19,CRR3,reduced,Nonsterile,clay,D-Mannitol,0.145548752,
19,CRR3,reduced,Nonsterile,clay,N-Acetyl-D-Glucosamine,1.022988506,
19,CRR3,reduced,Nonsterile,clay,D-Glucosaminic Acid,0,
19,CRR3,reduced,Nonsterile,clay,Glucose-1-Phosphate,4.2,
19,CRR3,reduced,Nonsterile,clay,"D,L-alpha-Glycerol-Phosphate",0,
19,CRR3,reduced,Nonsterile,clay,D-Galactonic Acid gamma-Lactone,0.611149346,
19,CRR3,reduced,Nonsterile,clay,D-Galacturonic Acid ,0.031786395,
19,CRR3,reduced,Nonsterile,clay,2-Hydroxy Benzoic Acid,0,
19,CRR3,reduced,Nonsterile,clay,4-Hydroxy Benzoic Acid,0,
19,CRR3,reduced,Nonsterile,clay,gamma-Hydroxybutyric Acid,1.01121705,
19,CRR3,reduced,Nonsterile,clay,Itaconic Acid,0.026878771,
19,CRR3,reduced,Nonsterile,clay,alpha-Ketobutyric Acid,0.001912046,
19,CRR3,reduced,Nonsterile,clay,D-malic Acid,0.00128783,
19,CRR3,reduced,Nonsterile,clay,L-Arginine,0,
19,CRR3,reduced,Nonsterile,clay,L-Asparagine,0.934098852,
19,CRR3,reduced,Nonsterile,clay,L-Phenylalanine,0.682054241,
19,CRR3,reduced,Nonsterile,clay,L-Serine,0.756784434,
19,CRR3,reduced,Nonsterile,clay,L-Theronine,0.030009681,
19,CRR3,reduced,Nonsterile,clay,Glycyl-L-Glutamic Acid,0.499675956,
19,CRR3,reduced,Nonsterile,clay,Phenylethyl-amine,0,
19,CRR3,reduced,Nonsterile,clay,Putrescine,0,
20,CRR4,reduced,Nonsterile,clay,water,0,
20,CRR4,reduced,Nonsterile,clay,pyruvic acid methyl ester,0.402453988,
20,CRR4,reduced,Nonsterile,clay,Tween 40,0.177070064,
20,CRR4,reduced,Nonsterile,clay,Twen 80,0.90591716,
20,CRR4,reduced,Nonsterile,clay,alpha-cyclodextrin,0.019161677,
20,CRR4,reduced,Nonsterile,clay,glycogen,0.053374233,
20,CRR4,reduced,Nonsterile,clay,D-Cellobiose,0.953571429,
20,CRR4,reduced,Nonsterile,clay,alpha-D-Lactose,0,
20,CRR4,reduced,Nonsterile,clay,Beta-Methyl-D-Glucoside,0,
20,CRR4,reduced,Nonsterile,clay,D-xylose,0.0296875,
20,CRR4,reduced,Nonsterile,clay,i-Erythritol,0.164814815,
20,CRR4,reduced,Nonsterile,clay,D-Mannitol,0.003738318,
20,CRR4,reduced,Nonsterile,clay,N-Acetyl-D-Glucosamine,1.361077844,
20,CRR4,reduced,Nonsterile,clay,D-Glucosaminic Acid,0.007594937,
20,CRR4,reduced,Nonsterile,clay,Glucose-1-Phosphate,0.153333333,
20,CRR4,reduced,Nonsterile,clay,"D,L-alpha-Glycerol-Phosphate",0.034285714,
20,CRR4,reduced,Nonsterile,clay,D-Galactonic Acid gamma-Lactone,0.012244898,
20,CRR4,reduced,Nonsterile,clay,D-Galacturonic Acid ,0.008176101,
20,CRR4,reduced,Nonsterile,clay,2-Hydroxy Benzoic Acid,0,
20,CRR4,reduced,Nonsterile,clay,4-Hydroxy Benzoic Acid,0,
20,CRR4,reduced,Nonsterile,clay,gamma-Hydroxybutyric Acid,0.122222222,
20,CRR4,reduced,Nonsterile,clay,Itaconic Acid,0.486956522,
20,CRR4,reduced,Nonsterile,clay,alpha-Ketobutyric Acid,0.344444444,
20,CRR4,reduced,Nonsterile,clay,D-malic Acid,0.057324841,
20,CRR4,reduced,Nonsterile,clay,L-Arginine,0.006349206,
20,CRR4,reduced,Nonsterile,clay,L-Asparagine,0.016336634,
20,CRR4,reduced,Nonsterile,clay,L-Phenylalanine,0.004571429,
20,CRR4,reduced,Nonsterile,clay,L-Serine,0.813705584,
20,CRR4,reduced,Nonsterile,clay,L-Theronine,0.00952381,
20,CRR4,reduced,Nonsterile,clay,Glycyl-L-Glutamic Acid,0.554487179,
20,CRR4,reduced,Nonsterile,clay,Phenylethyl-amine,0,
20,CRR4,reduced,Nonsterile,clay,Putrescine,0.148780488,
21,CRR5,reduced,Nonsterile,clay,water,0,
21,CRR5,reduced,Nonsterile,clay,pyruvic acid methyl ester,0.204145729,
21,CRR5,reduced,Nonsterile,clay,Tween 40,0.071801567,
21,CRR5,reduced,Nonsterile,clay,Twen 80,0.146489104,
21,CRR5,reduced,Nonsterile,clay,alpha-cyclodextrin,0.244485294,
21,CRR5,reduced,Nonsterile,clay,glycogen,0.623743719,
21,CRR5,reduced,Nonsterile,clay,D-Cellobiose,0,
21,CRR5,reduced,Nonsterile,clay,alpha-D-Lactose,0.361173815,
21,CRR5,reduced,Nonsterile,clay,Beta-Methyl-D-Glucoside,0,
21,CRR5,reduced,Nonsterile,clay,D-xylose,0,
21,CRR5,reduced,Nonsterile,clay,i-Erythritol,0.206700379,
21,CRR5,reduced,Nonsterile,clay,D-Mannitol,0.146527117,
21,CRR5,reduced,Nonsterile,clay,N-Acetyl-D-Glucosamine,0.318627451,
21,CRR5,reduced,Nonsterile,clay,D-Glucosaminic Acid,0,
21,CRR5,reduced,Nonsterile,clay,Glucose-1-Phosphate,0.066666667,
21,CRR5,reduced,Nonsterile,clay,"D,L-alpha-Glycerol-Phosphate",0.025641026,
21,CRR5,reduced,Nonsterile,clay,D-Galactonic Acid gamma-Lactone,0,
21,CRR5,reduced,Nonsterile,clay,D-Galacturonic Acid ,0.005154639,
21,CRR5,reduced,Nonsterile,clay,2-Hydroxy Benzoic Acid,0,
21,CRR5,reduced,Nonsterile,clay,4-Hydroxy Benzoic Acid,0,
21,CRR5,reduced,Nonsterile,clay,gamma-Hydroxybutyric Acid,0,
21,CRR5,reduced,Nonsterile,clay,Itaconic Acid,0,
21,CRR5,reduced,Nonsterile,clay,alpha-Ketobutyric Acid,0.619521912,
21,CRR5,reduced,Nonsterile,clay,D-malic Acid,0,
21,CRR5,reduced,Nonsterile,clay,L-Arginine,0,
21,CRR5,reduced,Nonsterile,clay,L-Asparagine,0,
21,CRR5,reduced,Nonsterile,clay,L-Phenylalanine,0.056658879,
21,CRR5,reduced,Nonsterile,clay,L-Serine,0,
21,CRR5,reduced,Nonsterile,clay,L-Theronine,0,
21,CRR5,reduced,Nonsterile,clay,Glycyl-L-Glutamic Acid,0,
21,CRR5,reduced,Nonsterile,clay,Phenylethyl-amine,0,
21,CRR5,reduced,Nonsterile,clay,Putrescine,0,
22,CRR6,reduced,Nonsterile,clay,water,0,
22,CRR6,reduced,Nonsterile,clay,pyruvic acid methyl ester,0.32129743,
22,CRR6,reduced,Nonsterile,clay,Tween 40,0.066073698,
22,CRR6,reduced,Nonsterile,clay,Twen 80,0.033057851,
22,CRR6,reduced,Nonsterile,clay,alpha-cyclodextrin,0.00776583,
22,CRR6,reduced,Nonsterile,clay,glycogen,0.040391677,
22,CRR6,reduced,Nonsterile,clay,D-Cellobiose,0,
22,CRR6,reduced,Nonsterile,clay,alpha-D-Lactose,0,
22,CRR6,reduced,Nonsterile,clay,Beta-Methyl-D-Glucoside,0.012759171,
22,CRR6,reduced,Nonsterile,clay,D-xylose,0.081081081,
22,CRR6,reduced,Nonsterile,clay,i-Erythritol,0.006157635,
22,CRR6,reduced,Nonsterile,clay,D-Mannitol,0,
22,CRR6,reduced,Nonsterile,clay,N-Acetyl-D-Glucosamine,0.33213859,
22,CRR6,reduced,Nonsterile,clay,D-Glucosaminic Acid,0.008838384,
22,CRR6,reduced,Nonsterile,clay,Glucose-1-Phosphate,0,
22,CRR6,reduced,Nonsterile,clay,"D,L-alpha-Glycerol-Phosphate",0,
22,CRR6,reduced,Nonsterile,clay,D-Galactonic Acid gamma-Lactone,0.014246947,
22,CRR6,reduced,Nonsterile,clay,D-Galacturonic Acid ,0,
22,CRR6,reduced,Nonsterile,clay,2-Hydroxy Benzoic Acid,0,
22,CRR6,reduced,Nonsterile,clay,4-Hydroxy Benzoic Acid,0,
22,CRR6,reduced,Nonsterile,clay,gamma-Hydroxybutyric Acid,0,
22,CRR6,reduced,Nonsterile,clay,Itaconic Acid,0.000542299,
22,CRR6,reduced,Nonsterile,clay,alpha-Ketobutyric Acid,0.042279412,
22,CRR6,reduced,Nonsterile,clay,D-malic Acid,0,
22,CRR6,reduced,Nonsterile,clay,L-Arginine,0,
22,CRR6,reduced,Nonsterile,clay,L-Asparagine,0.322628458,
22,CRR6,reduced,Nonsterile,clay,L-Phenylalanine,0,
22,CRR6,reduced,Nonsterile,clay,L-Serine,0.001519757,
22,CRR6,reduced,Nonsterile,clay,L-Theronine,0,
22,CRR6,reduced,Nonsterile,clay,Glycyl-L-Glutamic Acid,0,
22,CRR6,reduced,Nonsterile,clay,Phenylethyl-amine,0,
22,CRR6,reduced,Nonsterile,clay,Putrescine,0,
23,CRR7,reduced,Nonsterile,clay,water,0,
23,CRR7,reduced,Nonsterile,clay,pyruvic acid methyl ester,0.520025031,
23,CRR7,reduced,Nonsterile,clay,Tween 40,0.037711313,
23,CRR7,reduced,Nonsterile,clay,Twen 80,0.393244873,
23,CRR7,reduced,Nonsterile,clay,alpha-cyclodextrin,0.585470085,
23,CRR7,reduced,Nonsterile,clay,glycogen,0.010638298,
23,CRR7,reduced,Nonsterile,clay,D-Cellobiose,0.897451456,
23,CRR7,reduced,Nonsterile,clay,alpha-D-Lactose,0.07367829,
23,CRR7,reduced,Nonsterile,clay,Beta-Methyl-D-Glucoside,0.766009852,
23,CRR7,reduced,Nonsterile,clay,D-xylose,0.023305085,
23,CRR7,reduced,Nonsterile,clay,i-Erythritol,0.429471033,
23,CRR7,reduced,Nonsterile,clay,D-Mannitol,0.306451613,
23,CRR7,reduced,Nonsterile,clay,N-Acetyl-D-Glucosamine,0.656898657,
23,CRR7,reduced,Nonsterile,clay,D-Glucosaminic Acid,0.012273902,
23,CRR7,reduced,Nonsterile,clay,Glucose-1-Phosphate,0.046666667,
23,CRR7,reduced,Nonsterile,clay,"D,L-alpha-Glycerol-Phosphate",1.251572327,
23,CRR7,reduced,Nonsterile,clay,D-Galactonic Acid gamma-Lactone,0,
23,CRR7,reduced,Nonsterile,clay,D-Galacturonic Acid ,0.126444159,
23,CRR7,reduced,Nonsterile,clay,2-Hydroxy Benzoic Acid,0.026094276,
23,CRR7,reduced,Nonsterile,clay,4-Hydroxy Benzoic Acid,0.070818071,
23,CRR7,reduced,Nonsterile,clay,gamma-Hydroxybutyric Acid,0.162895928,
23,CRR7,reduced,Nonsterile,clay,Itaconic Acid,0.688053097,
23,CRR7,reduced,Nonsterile,clay,alpha-Ketobutyric Acid,0,
23,CRR7,reduced,Nonsterile,clay,D-malic Acid,0.008452536,
23,CRR7,reduced,Nonsterile,clay,L-Arginine,0.238428418,
23,CRR7,reduced,Nonsterile,clay,L-Asparagine,0.199698189,
23,CRR7,reduced,Nonsterile,clay,L-Phenylalanine,0.094877765,
23,CRR7,reduced,Nonsterile,clay,L-Serine,0.028895769,
23,CRR7,reduced,Nonsterile,clay,L-Theronine,0.127701375,
23,CRR7,reduced,Nonsterile,clay,Glycyl-L-Glutamic Acid,0.381544503,
23,CRR7,reduced,Nonsterile,clay,Phenylethyl-amine,0,
